X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro,Label
6.31,6.02,21.91,0.2,0.19,0.43,Rash
8.61,7.06,13.08,0.28,0.31,0.55,Rash
8.87,5.18,14.87,0.2,0.24,0.14,Rash
13.47,2.98,26.47,0.31,0.65,0.11,Rash
6.76,8.45,32.19,0.44,0.14,0.16,Rash
5.55,8.22,20.53,0.16,0.54,0.19,Rash
2.26,3.07,17.57,0.17,0.83,0.59,Rash
4.7,3.29,6.13,0.15,0.38,0.24,Rash
2.08,4.14,5.32,0.34,0.31,0.57,Rash
4.54,4.85,24.77,0.18,0.21,0.15,Rash
6.71,5.4,13.75,0.32,0.94,0.79,Rash
4.86,11.68,39.31,0.24,0.37,0.04,Rash
4.56,2.24,26.35,0.23,0.62,0.24,Rash
2.61,4.28,7.64,0.26,0.46,0.81,Rash
6.11,7.59,9.98,0.42,0.2,0.68,Rash
3.08,5.07,12.67,0.27,0.48,0.74,Rash
7.34,10.44,18.34,0.65,0.38,0.79,Rash
3.39,2.11,11.5,0.35,0.54,0.94,Rash
13.0,7.45,34.39,0.48,0.37,0.51,Rash
7.36,12.38,35.49,0.52,0.27,0.29,Rash
3.16,4.08,12.02,0.26,0.32,0.21,Rash
6.66,7.04,26.04,0.48,0.19,0.33,Rash
13.28,9.07,28.3,0.18,0.6,0.39,Rash
9.22,4.57,19.68,0.36,0.39,0.28,Rash
3.97,2.29,13.36,0.18,0.49,0.52,Rash
6.91,7.28,5.63,0.48,0.64,0.74,Rash
5.61,2.46,8.84,0.13,0.46,0.55,Rash
6.52,3.46,23.15,0.32,0.6,0.75,Rash
5.65,4.39,10.68,0.37,0.74,0.4,Rash
6.93,2.58,20.87,0.2,0.52,0.32,Rash
1.49,3.87,11.38,0.13,0.21,0.29,Rash
3.38,4.25,12.9,0.31,0.16,0.74,Rash
4.47,5.1,15.15,0.2,0.41,0.56,Rash
6.79,2.24,16.51,0.62,0.98,0.85,Rash
9.34,2.79,13.62,0.39,0.63,0.12,Rash
4.26,6.07,10.98,0.09,0.62,0.28,Rash
10.81,3.83,16.63,0.42,0.97,0.29,Rash
4.17,4.27,8.52,0.21,0.43,0.22,Rash
5.47,5.02,10.66,0.39,0.21,0.56,Rash
6.4,6.51,4.3,0.37,0.38,0.69,Rash
3.42,2.47,9.58,0.12,0.62,0.42,Rash
6.14,2.93,28.51,0.19,0.64,0.46,Rash
3.35,2.34,9.29,0.26,0.4,0.42,Rash
3.33,6.19,9.92,0.37,0.15,0.89,Rash
8.38,6.66,14.3,0.55,0.64,1.09,Rash
11.66,8.46,32.29,0.19,0.7,0.58,Rash
10.49,5.97,14.62,0.31,0.95,0.34,Rash
2.17,4.43,4.98,0.24,0.14,0.17,Rash
3.03,5.8,11.53,0.19,0.39,0.45,Rash
8.34,4.3,8.45,0.29,0.61,0.51,Rash
13.92,4.36,19.13,0.24,0.34,0.51,Rash
7.51,7.18,24.13,0.38,0.62,0.2,Rash
7.25,19.3,10.16,0.39,0.58,0.16,Rash
4.87,2.25,11.41,0.22,0.36,0.1,Rash
7.8,6.84,22.29,0.21,0.12,0.11,Rash
5.58,4.26,3.82,0.28,0.2,0.1,Rash
7.24,9.15,18.32,0.29,0.19,0.16,Rash
3.83,3.57,7.64,0.26,0.3,0.06,Rash
5.1,3.95,5.36,0.47,0.17,0.98,Rash
7.01,9.24,11.69,0.43,1.06,0.66,Rash
5.86,4.86,36.76,0.4,0.78,0.72,Rash
12.13,4.78,19.8,0.26,0.61,0.36,Rash
16.44,24.12,23.99,0.36,0.52,0.22,Rash
15.04,5.48,24.36,0.4,0.91,0.45,Rash
4.86,4.85,20.58,0.3,0.76,0.39,Rash
9.31,6.77,10.97,0.16,0.37,0.14,Rash
3.41,14.1,25.75,0.2,0.33,0.11,Rash
7.09,6.57,17.14,0.16,0.13,0.14,Rash
9.07,3.1,7.31,0.1,0.16,0.11,Rash
3.92,3.91,23.43,0.37,0.2,0.09,Rash
1.34,4.0,10.46,0.44,0.25,0.22,Rash
4.71,3.97,31.86,0.33,0.51,0.32,Rash
1.9,2.17,22.47,0.24,0.38,0.45,Rash
1.89,3.52,4.31,0.52,0.17,0.92,Rash
1.97,3.73,10.54,0.82,0.99,1.35,Rash
9.29,4.8,27.59,0.45,0.79,0.29,Rash
6.17,5.26,14.77,0.4,0.23,0.52,Rash
6.12,3.34,8.92,0.41,0.36,0.19,Rash
12.45,6.93,35.64,0.46,0.38,0.21,Rash
13.53,7.6,23.61,0.25,0.4,0.11,Rash
7.9,3.29,19.7,0.37,0.46,0.45,Rash
5.31,2.98,29.9,0.31,0.68,0.49,Rash
14.93,4.97,31.29,0.74,0.62,0.71,Rash
5.87,4.69,19.2,0.41,0.47,0.19,Rash
4.48,6.76,16.24,0.49,0.7,0.48,Rash
12.85,2.24,6.14,0.33,0.57,0.32,Rash
2.01,2.39,3.23,0.15,0.31,0.37,Rash
16.93,4.94,9.98,0.2,0.39,0.45,Rash
9.2,7.19,43.15,0.36,0.63,0.4,Rash
7.54,6.25,20.08,0.48,0.51,0.21,Rash
5.52,6.2,3.2,0.3,0.26,0.44,Rash
2.91,2.66,8.45,0.27,0.28,0.6,Rash
2.64,1.55,6.65,0.39,0.48,0.75,Rash
8.69,2.74,16.37,0.4,0.91,0.87,Rash
12.79,5.26,27.87,0.33,0.7,0.54,Rash
3.64,4.17,10.11,0.4,0.72,0.32,Rash
9.67,2.49,7.09,0.28,0.14,0.42,Rash
6.46,4.47,13.27,0.59,0.33,0.75,Rash
10.02,3.58,15.95,0.29,1.12,0.66,Rash
8.16,5.62,38.51,0.52,1.11,0.81,Rash
8.92,4.81,33.61,0.38,0.71,0.37,Rash
11.07,5.54,24.44,0.48,0.45,0.19,Rash
12.42,11.11,10.94,0.3,0.87,0.13,Rash
1.99,7.87,5.97,0.25,0.16,0.33,Rash
3.19,3.75,5.21,0.43,0.15,0.67,Rash
9.42,7.46,16.03,0.33,0.4,0.6,Rash
7.19,6.83,13.42,0.27,1.16,0.55,Rash
16.72,5.33,32.69,0.36,0.92,0.21,Rash
4.76,4.65,25.88,0.42,0.31,0.14,Rash
5.88,4.97,17.31,0.28,0.3,0.22,Rash
4.04,2.63,6.09,0.19,0.23,0.41,Rash
4.0,3.17,12.55,0.27,0.51,0.46,Rash
3.08,3.89,15.39,0.29,0.56,0.48,Rash
9.57,3.87,20.13,0.25,0.51,0.15,Rash
14.34,9.14,26.56,0.42,0.7,0.4,Rash
11.32,8.02,27.89,0.34,0.21,0.13,Rash
10.68,6.18,39.61,0.48,0.65,0.24,Rash
7.07,3.2,16.37,0.57,0.27,0.14,Rash
13.81,20.5,29.78,0.28,0.47,0.14,Rash
7.64,6.58,32.68,0.45,0.63,0.18,Rash
4.61,2.97,8.92,0.31,0.31,0.17,Rash
2.77,3.81,9.89,0.14,0.5,0.47,Rash
8.08,5.12,9.62,0.56,0.34,0.77,Rash
9.6,4.99,19.33,0.53,0.76,0.83,Rash
13.18,11.64,27.63,0.32,0.84,0.58,Rash
7.72,8.42,33.37,0.58,0.43,0.15,Rash
11.49,4.26,42.1,0.52,0.2,0.17,Rash
6.76,5.9,30.21,0.5,0.4,0.21,Rash
8.15,11.56,51.3,0.54,0.71,0.21,Rash
15.45,6.83,20.15,0.29,0.26,0.22,Rash
8.49,4.82,33.99,0.37,0.97,0.34,Rash
9.16,5.23,11.19,0.48,0.51,0.43,Rash
7.71,5.23,39.57,0.5,0.34,0.25,Rash
8.58,4.32,23.16,0.44,0.06,0.11,Rash
7.59,8.97,19.78,0.12,0.42,0.06,Rash
4.34,5.77,14.15,0.42,0.25,0.41,Rash
7.61,4.49,29.27,0.38,0.22,0.13,Rash
7.91,3.81,7.73,0.25,0.76,0.66,Rash
13.37,5.3,10.33,0.53,0.96,0.63,Rash
9.24,8.18,18.89,0.29,0.58,0.62,Rash
19.15,3.19,18.79,0.2,0.53,0.14,Rash
12.26,10.81,37.82,0.54,0.33,0.16,Rash
6.74,3.48,14.63,0.37,0.6,0.44,Rash
4.27,5.85,20.37,0.21,0.59,0.22,Rash
12.01,12.8,20.56,0.21,0.67,0.62,Rash
4.94,4.91,11.87,0.27,0.47,0.48,Rash
7.62,2.18,14.83,0.55,0.5,0.98,Rash
18.34,3.43,20.14,0.48,0.74,0.89,Rash
10.56,2.28,30.3,0.3,0.86,0.63,Rash
10.07,7.77,15.16,0.34,1.06,0.42,Rash
7.02,4.73,17.6,0.53,0.86,0.56,Rash
12.21,4.8,33.65,0.41,1.03,0.33,Rash
12.53,3.38,14.59,0.47,0.44,0.28,Rash
4.13,4.2,19.76,0.26,0.3,0.14,Rash
1.53,2.54,5.54,0.24,0.27,0.57,Rash
6.25,4.04,3.58,0.42,0.52,0.78,Rash
5.72,3.2,11.44,0.35,0.26,0.81,Rash
8.97,4.58,13.49,0.29,0.23,0.8,Rash
8.94,5.06,17.57,0.43,0.5,0.8,Rash
11.07,5.76,30.05,0.35,0.82,0.34,Rash
21.65,9.24,47.23,0.3,0.44,0.37,Rash
9.36,6.89,21.86,0.27,0.4,0.27,Rash
9.9,5.52,30.89,0.3,0.95,0.62,Rash
8.53,9.1,17.79,0.35,0.37,0.35,Rash
5.8,6.83,24.1,0.54,0.36,0.58,Rash
12.27,3.45,20.22,0.5,0.9,0.49,Rash
5.84,2.9,15.06,0.51,0.38,0.17,Rash
5.09,3.03,11.51,0.53,0.64,0.21,Rash
9.76,10.85,20.89,0.46,0.77,0.43,Rash
3.6,3.3,10.72,0.2,0.4,0.27,Rash
4.32,3.34,4.23,0.34,0.13,0.57,Rash
9.11,2.78,8.09,0.58,0.49,0.49,Rash
3.68,3.0,9.68,0.31,0.91,0.63,Rash
7.38,2.9,23.35,0.26,0.42,0.62,Rash
7.49,5.51,27.47,0.36,1.06,0.5,Rash
16.91,4.19,24.62,0.27,0.74,0.53,Rash
3.19,3.14,17.9,0.36,0.64,0.2,Rash
1.25,4.14,11.22,0.28,0.27,0.59,Rash
4.84,3.64,8.49,0.23,0.27,0.69,Rash
6.88,7.96,15.42,0.28,0.68,0.36,Rash
4.58,4.57,16.65,0.35,0.47,0.09,Rash
2.31,5.03,3.04,0.27,0.4,0.45,Rash
3.01,4.92,8.63,0.58,0.11,0.61,Rash
4.69,6.87,16.25,0.29,0.76,0.44,Rash
4.2,6.72,8.56,0.34,0.45,0.22,Rash
3.26,4.73,17.67,0.16,0.2,0.5,Rash
3.25,4.26,13.7,0.43,0.25,0.72,Rash
13.22,10.63,40.49,0.46,0.73,0.51,Rash
19.02,7.36,26.36,0.57,0.88,0.4,Rash
8.74,6.06,40.32,0.57,1.01,0.65,Rash
12.75,2.43,29.43,0.51,0.55,0.33,Rash
3.61,7.2,10.35,0.38,0.54,0.32,Rash
3.57,3.95,10.21,0.41,0.75,0.5,Rash
3.77,5.48,5.36,0.47,0.31,0.57,Rash
3.52,2.06,3.55,0.3,0.36,0.49,Rash
2.7,3.32,16.39,0.08,0.31,0.29,Rash
6.35,5.37,19.03,0.16,0.18,0.09,Rash
2.64,3.52,9.51,0.13,0.13,0.1,Rash
7.95,3.47,10.89,0.21,0.23,0.45,Rash
6.74,3.36,31.11,0.33,0.77,0.86,Rash
27.49,5.06,24.72,0.44,1.37,0.7,Rash
5.83,8.13,20.28,0.61,1.17,0.99,Rash
11.67,7.46,32.97,0.44,0.67,0.61,Rash
6.35,4.05,24.4,0.41,0.41,0.16,Rash
7.32,3.0,17.85,0.42,0.25,0.45,Rash
8.31,7.25,20.94,0.35,0.3,0.21,Rash
11.52,6.23,27.08,0.37,0.24,0.08,Rash
2.79,4.04,14.62,0.25,0.28,0.15,Rash
6.68,8.96,18.38,0.2,0.11,0.28,Rash
2.28,4.56,13.76,0.22,0.37,0.5,Rash
11.27,6.27,7.76,0.54,0.35,0.47,Rash
10.57,5.43,41.0,0.42,0.6,0.43,Rash
15.65,8.54,25.46,0.36,0.53,0.16,Rash
14.21,5.98,36.25,0.37,1.06,0.07,Rash
12.85,6.04,27.21,0.38,0.27,0.16,Rash
7.82,7.94,22.08,0.33,0.4,0.07,Rash
2.56,7.15,14.01,0.2,0.19,0.09,Rash
1.64,4.06,8.98,0.22,0.27,0.53,Rash
5.69,4.55,19.84,0.29,0.81,0.68,Rash
8.74,6.52,17.27,0.34,0.84,0.53,Rash
14.85,6.92,34.15,0.6,0.49,0.44,Rash
20.98,12.52,44.41,0.36,0.43,0.12,Rash
10.74,7.63,26.84,0.31,0.54,0.14,Rash
1.95,2.84,7.43,0.14,0.16,0.15,Rash
17.56,11.41,7.35,0.53,0.19,0.31,Rash
11.58,3.74,13.33,0.15,0.16,0.32,Rash
8.7,3.89,12.95,0.4,0.6,0.22,Rash
8.22,9.57,19.12,0.24,0.61,0.17,Rash
10.97,3.64,24.39,0.42,0.6,0.15,Rash
10.51,8.91,21.27,0.19,0.45,0.47,Rash
9.41,9.24,18.26,0.4,1.16,0.83,Rash
5.45,10.45,14.99,0.44,0.28,0.39,Rash
2.72,8.46,72.16,0.38,0.66,0.29,Rash
11.19,9.98,28.43,0.5,0.4,0.2,Rash
8.27,4.87,19.34,0.15,0.1,0.22,Rash
2.99,7.31,16.9,0.29,0.28,0.11,Rash
4.3,5.77,10.04,0.22,0.43,0.18,Rash
5.0,4.04,19.42,0.18,0.24,0.56,Rash
7.98,3.86,18.2,0.23,0.42,0.22,Rash
7.63,6.9,10.2,0.35,0.45,0.2,Rash
9.43,12.18,10.63,0.26,0.65,0.12,Rash
19.94,1.95,26.63,0.35,0.64,0.35,Rash
8.06,6.15,23.71,0.4,0.58,0.13,Rash
2.69,5.18,23.07,0.3,0.1,0.13,Rash
7.67,3.36,18.1,0.37,0.56,0.43,Rash
8.78,7.19,20.19,0.35,0.41,0.28,Rash
12.1,4.17,31.46,0.49,0.36,0.14,Rash
9.93,7.61,16.5,0.36,0.57,0.08,Rash
2.54,5.96,12.29,0.21,0.25,0.13,Rash
2.6,2.05,8.22,0.5,0.62,0.6,Rash
8.92,4.86,22.3,0.18,0.68,0.51,Rash
4.58,6.59,12.31,0.24,0.33,0.31,Rash
9.54,3.12,4.18,0.64,0.19,1.08,Rash
4.84,3.51,24.85,0.34,0.36,0.5,Rash
6.63,7.62,15.52,0.37,0.66,0.54,Rash
19.63,10.22,15.84,0.41,0.62,0.52,Rash
10.13,6.25,34.6,0.47,0.83,0.62,Rash
11.96,18.46,32.23,0.33,0.42,0.6,Rash
14.01,9.67,22.59,0.33,0.44,0.13,Rash
7.93,9.57,11.57,0.31,0.23,0.26,Rash
5.75,3.52,24.19,0.39,0.3,0.13,Rash
4.25,9.59,10.92,0.29,0.29,0.11,Rash
3.46,5.89,14.5,0.31,0.35,0.75,Rash
5.13,5.77,9.57,0.56,0.41,0.49,Rash
6.5,10.17,38.25,0.4,0.83,0.31,Rash
6.9,3.35,17.57,0.21,0.28,0.24,Rash
10.31,11.49,22.18,0.53,0.32,0.18,Rash
6.31,6.02,21.91,0.2,0.19,0.43,Rash
8.61,7.06,13.08,0.28,0.31,0.55,Rash
8.87,5.18,14.87,0.2,0.24,0.14,Rash
13.47,2.98,26.47,0.31,0.65,0.11,Rash
6.76,8.45,32.19,0.44,0.14,0.16,Rash
5.55,8.22,20.53,0.16,0.54,0.19,Rash
2.26,3.07,17.57,0.17,0.83,0.59,Rash
4.7,3.29,6.13,0.15,0.38,0.24,Rash
2.08,4.14,5.32,0.34,0.31,0.57,Rash
4.54,4.85,24.77,0.18,0.21,0.15,Rash
6.71,5.4,13.75,0.32,0.94,0.79,Rash
4.86,11.68,39.31,0.24,0.37,0.04,Rash
4.56,2.24,26.35,0.23,0.62,0.24,Rash
2.61,4.28,7.64,0.26,0.46,0.81,Rash
6.11,7.59,9.98,0.42,0.2,0.68,Rash
3.08,5.07,12.67,0.27,0.48,0.74,Rash
7.34,10.44,18.34,0.65,0.38,0.79,Rash
3.39,2.11,11.5,0.35,0.54,0.94,Rash
13.0,7.45,34.39,0.48,0.37,0.51,Rash
7.36,12.38,35.49,0.52,0.27,0.29,Rash
3.16,4.08,12.02,0.26,0.32,0.21,Rash
6.66,7.04,26.04,0.48,0.19,0.33,Rash
13.28,9.07,28.3,0.18,0.6,0.39,Rash
9.22,4.57,19.68,0.36,0.39,0.28,Rash
3.97,2.29,13.36,0.18,0.49,0.52,Rash
6.91,7.28,5.63,0.48,0.64,0.74,Rash
5.61,2.46,8.84,0.13,0.46,0.55,Rash
6.52,3.46,23.15,0.32,0.6,0.75,Rash
5.65,4.39,10.68,0.37,0.74,0.4,Rash
6.93,2.58,20.87,0.2,0.52,0.32,Rash
1.49,3.87,11.38,0.13,0.21,0.29,Rash
3.38,4.25,12.9,0.31,0.16,0.74,Rash
4.47,5.1,15.15,0.2,0.41,0.56,Rash
6.79,2.24,16.51,0.62,0.98,0.85,Rash
9.34,2.79,13.62,0.39,0.63,0.12,Rash
4.26,6.07,10.98,0.09,0.62,0.28,Rash
10.81,3.83,16.63,0.42,0.97,0.29,Rash
4.17,4.27,8.52,0.21,0.43,0.22,Rash
5.47,5.02,10.66,0.39,0.21,0.56,Rash
6.4,6.51,4.3,0.37,0.38,0.69,Rash
3.42,2.47,9.58,0.12,0.62,0.42,Rash
6.14,2.93,28.51,0.19,0.64,0.46,Rash
3.35,2.34,9.29,0.26,0.4,0.42,Rash
3.33,6.19,9.92,0.37,0.15,0.89,Rash
8.38,6.66,14.3,0.55,0.64,1.09,Rash
11.66,8.46,32.29,0.19,0.7,0.58,Rash
10.49,5.97,14.62,0.31,0.95,0.34,Rash
2.17,4.43,4.98,0.24,0.14,0.17,Rash
3.03,5.8,11.53,0.19,0.39,0.45,Rash
8.34,4.3,8.45,0.29,0.61,0.51,Rash
13.92,4.36,19.13,0.24,0.34,0.51,Rash
7.51,7.18,24.13,0.38,0.62,0.2,Rash
7.25,19.3,10.16,0.39,0.58,0.16,Rash
4.87,2.25,11.41,0.22,0.36,0.1,Rash
7.8,6.84,22.29,0.21,0.12,0.11,Rash
5.58,4.26,3.82,0.28,0.2,0.1,Rash
7.24,9.15,18.32,0.29,0.19,0.16,Rash
3.83,3.57,7.64,0.26,0.3,0.06,Rash
5.1,3.95,5.36,0.47,0.17,0.98,Rash
7.01,9.24,11.69,0.43,1.06,0.66,Rash
5.86,4.86,36.76,0.4,0.78,0.72,Rash
12.13,4.78,19.8,0.26,0.61,0.36,Rash
15.9,6.95,21.78,0.42,0.46,0.91,Accident
13.47,6.72,62.21,0.66,1.54,1.71,Accident
54.98,10.12,49.44,0.88,2.75,1.4,Accident
11.66,16.26,40.55,1.23,2.33,1.97,Accident
23.34,14.91,65.93,0.87,1.34,1.22,Accident
12.7,8.1,48.81,0.83,0.82,0.32,Accident
14.64,5.99,35.7,0.85,0.5,0.89,Accident
16.62,14.51,41.87,0.71,0.61,0.41,Accident
23.05,12.46,54.15,0.74,0.47,0.15,Accident
5.58,8.08,29.25,0.51,0.56,0.3,Accident
13.36,17.93,36.77,0.4,0.23,0.57,Accident
4.55,9.11,27.52,0.44,0.74,1.01,Accident
22.54,12.53,15.52,1.08,0.71,0.94,Accident
21.13,10.86,81.99,0.83,1.21,0.87,Accident
31.29,17.08,50.91,0.73,1.06,0.32,Accident
28.42,11.96,72.5,0.74,2.12,0.13,Accident
25.7,12.07,54.42,0.77,0.54,0.33,Accident
15.64,15.88,44.16,0.65,0.8,0.15,Accident
5.12,14.29,28.02,0.4,0.39,0.18,Accident
3.28,8.12,17.96,0.44,0.53,1.06,Accident
11.38,9.11,39.68,0.57,1.62,1.37,Accident
17.48,13.03,34.53,0.68,1.68,1.07,Accident
29.7,13.84,68.3,1.21,0.97,0.88,Accident
41.95,25.05,88.83,0.71,0.86,0.25,Accident
21.47,15.25,53.67,0.63,1.07,0.29,Accident
3.89,5.67,14.87,0.27,0.32,0.3,Accident
35.12,22.83,14.7,1.06,0.38,0.63,Accident
23.16,7.47,26.66,0.3,0.33,0.65,Accident
17.39,7.77,25.9,0.8,1.2,0.43,Accident
16.43,19.13,38.24,0.48,1.22,0.33,Accident
21.94,7.29,48.79,0.84,1.19,0.3,Accident
21.02,17.82,42.54,0.37,0.89,0.95,Accident
18.82,18.48,36.52,0.79,2.33,1.66,Accident
10.89,20.91,29.98,0.88,0.56,0.78,Accident
5.44,16.92,144.32,0.76,1.32,0.59,Accident
22.38,19.96,56.86,1.0,0.81,0.4,Accident
16.53,9.74,38.67,0.29,0.2,0.44,Accident
5.98,14.61,33.79,0.58,0.56,0.21,Accident
8.61,11.55,20.08,0.44,0.86,0.36,Accident
10.01,8.07,38.84,0.37,0.48,1.13,Accident
15.96,7.72,36.4,0.45,0.84,0.45,Accident
15.26,13.8,20.4,0.7,0.89,0.4,Accident
18.87,24.35,21.26,0.53,1.3,0.23,Accident
39.88,3.89,53.27,0.71,1.29,0.69,Accident
16.13,12.3,47.43,0.8,1.16,0.26,Accident
5.39,10.36,46.14,0.6,0.21,0.26,Accident
15.34,6.71,36.21,0.74,1.12,0.87,Accident
17.55,14.38,40.37,0.71,0.82,0.56,Accident
24.19,8.35,62.93,0.97,0.73,0.29,Accident
19.85,15.22,33.0,0.73,1.14,0.17,Accident
5.08,11.93,24.59,0.42,0.5,0.26,Accident
5.21,4.09,16.44,1.0,1.24,1.19,Accident
17.85,9.72,44.6,0.37,1.35,1.03,Accident
9.15,13.18,24.62,0.48,0.67,0.62,Accident
19.07,6.24,8.35,1.28,0.38,2.15,Accident
9.67,7.01,49.71,0.68,0.72,1.01,Accident
13.27,15.25,31.03,0.74,1.32,1.07,Accident
39.27,20.44,31.68,0.82,1.24,1.04,Accident
20.25,12.49,69.19,0.95,1.67,1.23,Accident
23.92,36.91,64.46,0.66,0.83,1.19,Accident
28.02,19.33,45.19,0.65,0.87,0.26,Accident
15.87,19.14,23.14,0.62,0.46,0.53,Accident
11.5,7.03,48.38,0.79,0.59,0.25,Accident
8.49,19.18,21.85,0.57,0.59,0.22,Accident
6.93,11.78,29.0,0.61,0.71,1.5,Accident
10.26,11.53,19.15,1.12,0.83,0.97,Accident
13.0,20.35,76.5,0.8,1.66,0.62,Accident
13.8,6.7,35.14,0.43,0.55,0.48,Accident
20.63,22.97,44.37,1.05,0.64,0.35,Accident
12.62,12.03,43.81,0.39,0.39,0.87,Accident
17.23,14.12,26.15,0.56,0.62,1.1,Accident
17.75,10.36,29.73,0.4,0.48,0.28,Accident
26.94,5.96,52.93,0.62,1.3,0.23,Accident
13.52,16.9,64.38,0.89,0.29,0.32,Accident
11.1,16.43,41.05,0.33,1.08,0.37,Accident
4.52,6.15,35.15,0.35,1.66,1.19,Accident
9.39,6.57,12.26,0.3,0.76,0.48,Accident
4.16,8.28,10.63,0.68,0.62,1.15,Accident
9.09,9.71,49.53,0.36,0.41,0.29,Accident
13.43,10.8,27.49,0.65,1.88,1.58,Accident
9.73,23.35,78.62,0.49,0.75,0.09,Accident
9.11,4.48,52.69,0.45,1.24,0.48,Accident
5.22,8.55,15.29,0.51,0.92,1.63,Accident
12.23,15.19,19.96,0.83,0.39,1.37,Accident
6.16,10.13,25.34,0.54,0.96,1.49,Accident
14.69,20.89,36.67,1.3,0.76,1.58,Accident
6.79,4.23,23.0,0.7,1.08,1.87,Accident
26.0,14.9,68.77,0.95,0.75,1.02,Accident
14.71,24.75,70.97,1.05,0.54,0.58,Accident
6.33,8.16,24.04,0.52,0.65,0.42,Accident
13.33,14.08,52.09,0.96,0.37,0.65,Accident
26.55,18.14,56.6,0.36,1.21,0.78,Accident
18.44,9.14,39.36,0.72,0.79,0.56,Accident
7.94,4.58,26.72,0.36,0.97,1.05,Accident
13.81,14.56,11.26,0.95,1.29,1.47,Accident
11.22,4.93,17.69,0.26,0.93,1.1,Accident
13.04,6.93,46.29,0.65,1.2,1.5,Accident
11.3,8.77,21.37,0.75,1.48,0.8,Accident
13.86,5.17,41.75,0.41,1.03,0.63,Accident
2.99,7.75,22.76,0.27,0.42,0.57,Accident
6.77,8.51,25.79,0.62,0.32,1.48,Accident
8.94,10.19,30.29,0.4,0.82,1.13,Accident
13.58,4.49,33.02,1.25,1.96,1.71,Accident
18.69,5.58,27.24,0.78,1.25,0.24,Accident
8.53,12.15,21.96,0.18,1.23,0.56,Accident
21.62,7.67,33.26,0.84,1.94,0.58,Accident
8.33,8.53,17.03,0.42,0.86,0.44,Accident
10.93,10.04,21.31,0.78,0.42,1.12,Accident
12.8,13.03,8.6,0.73,0.77,1.38,Accident
6.84,4.95,19.17,0.23,1.24,0.83,Accident
12.29,5.86,57.01,0.38,1.28,0.92,Accident
6.7,4.69,18.58,0.51,0.81,0.84,Accident
6.66,12.39,19.85,0.74,0.3,1.77,Accident
16.75,13.32,28.61,1.1,1.28,2.18,Accident
23.32,16.91,64.58,0.37,1.41,1.16,Accident
20.98,11.94,29.25,0.62,1.9,0.68,Accident
4.34,8.87,9.95,0.48,0.28,0.35,Accident
6.06,11.59,23.06,0.38,0.78,0.91,Accident
16.68,8.59,16.91,0.58,1.22,1.03,Accident
27.84,8.72,38.27,0.49,0.69,1.02,Accident
15.02,14.35,48.26,0.75,1.24,0.4,Accident
14.5,38.6,20.32,0.78,1.16,0.32,Accident
9.75,4.49,22.82,0.44,0.72,0.2,Accident
15.59,13.69,44.57,0.41,0.25,0.23,Accident
11.17,8.52,7.63,0.56,0.39,0.19,Accident
14.47,18.3,36.64,0.59,0.38,0.33,Accident
7.66,7.14,15.27,0.53,0.59,0.13,Accident
10.2,7.9,10.72,0.95,0.35,1.97,Accident
14.02,18.47,23.38,0.87,2.11,1.31,Accident
11.72,9.72,73.52,0.8,1.55,1.43,Accident
24.26,9.55,39.61,0.52,1.22,0.72,Accident
32.89,48.24,47.98,0.73,1.04,0.44,Accident
30.08,10.97,48.72,0.8,1.82,0.9,Accident
9.72,9.69,41.16,0.59,1.53,0.78,Accident
18.61,13.54,21.95,0.33,0.74,0.28,Accident
6.82,28.21,51.49,0.41,0.67,0.23,Accident
14.19,13.14,34.28,0.32,0.26,0.28,Accident
18.14,6.19,14.61,0.19,0.32,0.23,Accident
7.84,7.83,46.87,0.75,0.39,0.17,Accident
2.68,8.0,20.91,0.88,0.51,0.43,Accident
9.42,7.94,63.72,0.67,1.03,0.64,Accident
3.8,4.33,44.95,0.48,0.75,0.9,Accident
3.78,7.04,8.62,1.03,0.33,1.85,Accident
3.94,7.46,21.09,1.64,1.99,2.69,Accident
18.59,9.6,55.18,0.9,1.58,0.57,Accident
12.35,10.52,29.55,0.8,0.45,1.04,Accident
12.24,6.68,17.84,0.82,0.72,0.37,Accident
24.9,13.87,71.28,0.92,0.77,0.41,Accident
27.06,15.2,47.22,0.49,0.81,0.23,Accident
15.81,6.58,39.4,0.74,0.92,0.91,Accident
10.61,5.95,59.81,0.62,1.35,0.97,Accident
29.86,9.94,62.58,1.48,1.24,1.42,Accident
11.74,9.37,38.4,0.82,0.94,0.39,Accident
8.97,13.52,32.48,0.97,1.4,0.96,Accident
25.69,4.48,12.27,0.67,1.14,0.64,Accident
4.01,4.79,6.45,0.3,0.61,0.74,Accident
33.87,9.88,19.96,0.4,0.78,0.9,Accident
18.4,14.39,86.3,0.72,1.26,0.81,Accident
15.08,12.49,40.16,0.97,1.02,0.43,Accident
11.03,12.41,6.4,0.59,0.52,0.87,Accident
5.83,5.33,16.9,0.54,0.57,1.2,Accident
5.28,3.1,13.3,0.77,0.96,1.5,Accident
17.37,5.47,32.73,0.81,1.82,1.74,Accident
25.59,10.52,55.75,0.65,1.41,1.08,Accident
7.28,8.34,20.23,0.81,1.44,0.64,Accident
19.34,4.98,14.18,0.57,0.29,0.84,Accident
12.92,8.94,26.54,1.18,0.66,1.49,Accident
20.04,7.16,31.89,0.58,2.23,1.32,Accident
16.33,11.25,77.02,1.04,2.22,1.61,Accident
